wine_id,wine_name,wine_year,wine_type,wine_price,Beschreibung,wine_alcohol,wine_tastes,wine_country
174,CHÂTEAU DE NAVAILLES,2016,white,16.95,"Die Süßweine der Appellation Jurançon sind echte Geheimtipps! Nicht wenige Weinkenner rücken sie in die Nähe von Sauternes, nur mit dem Vorteil, dass sie weitaus günstiger zu haben sind. Das Château de Navailles festigt dieses Bild. Mit einem leuchtenden Goldgelb geht es los. Der verführerische Duft präsentiert exotische Früchte wie Ananas, Mango und Papaya, dazu Pfirsich und Aprikose. Umspielt wird der Fruchtkorb von eleganten Vanille-, Nuss- und Röstnoten vom Ausbau in Barriques.  Am Gaumen verspielt, gut eingebundene Fruchtsüße wird von eleganter Weinsäure in perfekter Balance gehalten. Das Finale ungemein facettenreich und langanhaltend. Ein toller Wein, der gut zu reifen Honigmelonen, Crème brûlée, Obst-Tartelettes und feinem Gebäck passt.",11.72%,aromatisch&fruchtbetont,Frankreich
175,LES CHÊNES DE MON GRAND-PÈRE,2011,white,17.9,"Einer der raren Loire-Sauvignon Blanc, die im Fass ausgebaut sind, entsprechend ist das Ergebnis: reife Quitte, grüne Birne und saftige Stachelbeeren treffen auf Toast, Vanille und geröstete Mandeln, alle Fassaromen sind allerdings ausgesprochen dezent. Am Gaumen zeigen sich Fülle, Komplexität und eine charakteristische Rauchigkeit (Fumé), dazu eine großartige Balance zwischen Kraft und Eleganz. Der Nachhall fein mineralisch und sehr komplex.",13.41%,körperreich&vollmundig,Frankreich
176,SANCERRE Les Vignolles,2004,white,18.95,"Um die Familie Saget zu beschreiben, reichen eigentlich nur drei Worte: Ehrlich, geradlinig und aufrichtig. Und diese Eigenschaften findet man selbstverständlich bei ihren Weinen wieder. Die leidenschaftliche Herangehensweise gilt insbesondere für den Les Vignolles! Mit Akribie vinifiziert, mit entwaffnender Frische und Frucht sowie einer feinen Mineralik überzeugt er von Beginn an. Die brillante Farbe leuchtet Grüngelb mit sanften Gold-Tönen. Das köstliche Bouquet - dem man nur schwer widersteht - zeigt bezaubernde Noten von Schwarzen Johannisbeeren, Ginster, exotischen Früchten und einem Hauch von Feuerstein. Am geschmeidigen Gaumen entsteht eine meisterhafte Harmonie zwischen saftiger Frucht und feiner Mineralität. Der lange Nachhall löst sofort die Lust auf ein zweites Glas aus. Ein Sancerre-Klassiker. ",13.71%,aromatisch&fruchtbetont,Frankreich
177,"CHÂTEAU DU LEVANT Sauternes 0,5 L",2002,white,15.5,"Spricht man über die großen Süßweine dieser Welt, dann dauert es nicht lange, und der Name Sauternes fällt. Zu Recht, denn kein zweiter Dessertwein auf dieser Welt schmeckt wie dieser. Auch der Château de Levant mit seiner goldgelben Farbe, dem extravaganten Duft nach Wildblütenhonig, gebratener Banane, Buttercreme, Bisquit, Karamell und Orangenschale und der einmaligen Balance zwischen feiner Süße und kräftiger Weinsäure am Gaumen ist Sauternes par excellence. Einfach unwiderstehlich!",13.65%,aromatisch&fruchtbetont,Frankreich
178,CHABLIS 1er CRU Beauroy,2003,white,25.5,"Premier Cru Beauroy… Schon beim Namen geht vielen Chablis-Fans das Weinherz auf und das völlig zu Recht, denn hier gibt es Chardonnay vom Allerfeinsten. Die Reise startet mit einem einladenden Grüngold, führt dann zum herrlichen Bouquet mit vielfältigen Noten nach Baby-Bananen, Butterbirnen, leicht mineralischen Aspekten und fein eingearbeiteten Noten vom Holzfass, macht einen köstlichen, würzig-saftigen, mit ausgewogener Weinsäure und viel Struktur beeindruckenden Zwischenstopp am Gaumen und endet mit einem herzhaften Nachklang.",12.99%,körperreich&vollmundig,Frankreich
179,CIGALUS Blanc BIO**,2009,white,26.7,"Üppig-mediterraner Super-Blanc, einer der ambitioniertesten Weine aus dem Hause Gérard Bertrand, ein wahrer Cru du Sud. Opulenter Duft nach Kokos, Aprikose und frischer Butter, der ergänzt durch exotischer Früchte und Zitrus ein verführerisches Ganzes ergibt. Am Gaumen zeigt er sich cremig, fest, strukturiert, der Nachhall wiederum verblüffend saftig, fruchtig und burgunderhaft fein. Und das alles auch noch in 1A-Bio-Qualität und Demeter zertifiziert.",13.94%,körperreich&vollmundig,Frankreich
180,JADOT Pouilly-Fuissé Petites Pierres,2005,white,27.9,"Hier treffen gleich drei Qualitäts-Garanten aufeinander: einmal der berühmte Name Louis Jadot, dann die großartige Rebsorte Chardonnay und die Appellation Pouilly-Fuissé, die sicherlich mit großem Abstand spannendste des Mâconnais. Kein Wunder also, dass der Wein alles mit sich bringt, was man von einem veritablen weißen Burgunder erwartet. Das geht schon los mit seiner gold-gelben Farbe, sicherer Hinweis auf die volle Reife der Trauben bei der Lese. Auch das üppige, aber gleichzeitig vielschichtige Bouquet mit gelbem Kernobst, duftigen Noten nach Blumenwiese, dezenter Mineralität und fein eingebundenen Röstaromen vom 15-monatigen Ausbau im Holz sind eines großen Chardonnays würdig. Der Nachhall zeigt sich noch etwas verhalten, der Wein hat Potenzial für mehrere Jahre der Reife, kann man denn seiner Zugkraft widerstehen. Manchmal muss es eben doch ein echter Burgunder sein! ",13.15%,körperreich&vollmundig,Frankreich
181,JADOT Chassagne-Montrachet Baudines,2018,white,69,"Chassagne-Montrachet... Bei dieser bewunderten Appellation horchen alle Liebhaber fassgereifter Chardonnay sofort auf! Insbesondere dann, handelt es sich auch noch um einen Einzellagen-Premier Cru eines gefeierten Erzeugers wie Louis Jadot. Und der Les Baudines zieht wirklich alle Register, die man von einem Weltklasse-Burgunder wie diesen erwartet. Schon das satte Goldgelb erweckt die Vorfreude auf diesen Wein. Auch beim genial vielschichtigen Bouquet mit Aprikosen, gelben Pflaumen, dezenten floralen Noten, Williams-Christ-Birne und mineralischen Nuancen, vervollständigt mit Fassnoten wie Bourbon-Vanille und zartem Rauch, geht dem Burgunder-Aficionado das Herz auf. Am Gaumen erfüllt dieser Wein alle Erwartungen an einen ganz großer Burgunder, der souverän ein mannigfaches Wechselspiel aus Frucht, Üppigkeit, ausgewogenen Noten von Kräuterwürzigkeit und Holz zeigt und dabei eine Textur hinlegt, wie man sie nur selten ausmacht. Der Nachklang wiederum trumpft mit der gleichen Klarheit der Aromen auf wie das Bouquet. Ein stolzer Wein, für den das englische Wort 'sophisticated' sehr gut passt.",13.47%,körperreich&vollmundig,Frankreich
182,L'ARJOLLE Perce-Neige,2010,white,6.95,"Schneeglöckchen gelten als Vorboten des Frühlings und damit einer herzerwärmenden Zeit. Vielleicht hat die Domaine de l’Arjolle deshalb ihren ersten Weißwein des Jahres nach dem beliebten Blümchen benannt: Perce-Neige! Und der ist Jahr für Jahr die pure Gaumenfreude, mit seinem feinwürzigen Bouquet nach reifen Birnen, saftigem Pfirsich und weißen Blüten - und seinem frischen, animierenden Geschmack. Wahrlich ein Frühlingsbote, der allerdings das ganze Jahr wunderbar schmeckt.",12.60%,aromatisch&fruchtbetont,Frankreich
183,DISSENAY Chardonnay,2009,white,7.95,"Chardonnay… „the most famous vine variety of all“, wie die britische Queen der Weinkritik, Jancis Robinson schreibt, liefert einige der großartigsten Weißweine der Welt. Erst recht dann, wenn sie im Burgunder-Ideal vinifiziert sind, also mit einer feinen Holznote wie beim Dissenay. Die aktuelle Edition kommt mit einem hellen Gelb mit grünen Reflexen ins Glas. Das hoch komplexe Bouquet duftet nach reifen Pfirsichen, Orangenschale, Vanille und einem Touch Röstaromen. Auch am Gaumen überrascht dieser Klasse-Chardonnay mit einer enormen Zugänglichkeit und klug verbauter Weinsäure, die völlig im Einklang mit dem gezügelten Holz und der höchst animierenden Fruchtaromatik steht. Im Nachhall purer Chardonnay, mit Sämigkeit, Struktur und Finesse. Oft kopiert, nie erreicht, einen Top-Chardonnay wie diesen muss man einfach mal erleben. ",13.32%,aromatisch&fruchtbetont,Frankreich
184,CHÂTEAU BÉTHANIE,2007,white,16.95,"Seltene Cuvée aus der Burgunder-Rebe Chardonnay mit der fürs Jura typischen Savagnin. Das Resultat ist ein extravaganter Wein, mit tief goldgelber Farbe. Das üppige Bouquet zeigt Haselnuss, Blütenhonig und einen Hauch exotischer Früchte. Am Gaumen ist der Wein absolut außergewöhnlich, dichte Textur, getrocknete Früchte, satter Schmelz und ein cremiger Trinkfluss treffen auf eine leichte Sherry-Note und würzige Kräuter. Ein Charakterwein par excellence.",13.61%,körperreich&vollmundig,Frankreich
185,CHÂTEAU DE VILLEMAJOU Grand V. Blanc,2021,white,23.6,"Dass das Languedoc eine exzellente Quelle großer Rotweine ist, darüber herrscht längst Einigkeit. Doch das ist nur ein Teil der Erfolgsgeschichte dieser so malerischen südfranzösischen Region. Denn schon längst vinifizieren Top-Winzer wie Gérard Bertrand auch richtig gute Weißweine. Dabei verfallen sie nicht in den Chardonnay-Sauvignon Blanc-Irrsinn, sondern besinnen sich auf Rebsorten, die zum Klima und Terroir passen. Bei diesem Grand Vin - in Barriques fermentiert und sieben bis acht Monate ausgebaut - spielen Roussanne, Marsanne und Vermentino die Hauptrollen und formen einen faszinierenden Vin Blanc, der schon mit seiner gelbgoldenen Farbe Eindruck macht. Das üppige, ausdrucksstarke Bouquet duftet nach getrockneten Aprikosen, reifer Honigmelone und gerösteten Mandeln, alles untermalt mit einer spielerischen floralen Note nach Weißdorn und Ginster. Am Gaumen reichhaltig, geschmeidig, rund und samtig, der Nachklang mit perfekter Balance zwischen Frucht-und Fassnoten. Ein Grand Vin Blanc méditerranée, herrlich zu raffinierten Fischgerichten.  ",13.82%,körperreich&vollmundig,Frankreich
186,CHABLIS 1er CRU Les Lys,2016,white,28.9,"Die Premier Cru-Lage 'Les Lys' ist von Mergel und Kalkstein geprägt, was den Wein sein mineralische Gepräge gibt, der 15-monatige Ausbau auf der Hefe schleift zusätzlich an seiner Finesse. Das Bouquet  vereint dezente Frucht (Ananas, Mango, Pfirsich) mit kühlen Terroir-Noten und macht Lust auf den ersten Schluck! Am Gaumen zeigt dieser Chardonnay reichlich Potenzial, hier wechseln sich cremige und saftige Noten, mit stoffiger und kompakter Struktur ab. Ein Klasse-Burgunder.",12.55%,körperreich&vollmundig,Frankreich
187,CONTI DI COLLOREDO Chardonnay,2005,white,5.5,"Chardonnay hat eine lange Tradition in Norditalien und gehört heute zu den beliebtesten Rebsorten im Friaul. Dabei entwickelte sich ein ganz eigener Stil, der ähnlich wie beim Pinot Grigio, zahllose Liebhaber in der ganzen Welt besitzt. Warum das so ist, zeigt der Conti di Colloredo. Strohgelbe Farbe im Glas macht den Auftakt. Das intensive Bouquet mit reifer Birne, saftigem Pfirsich, Aprikose  und Lindenblüten ist ebenso animierend wie der fruchtig-frische Geschmack, die gezügelte Weinsäure und der feinwürzige Nachhall. Ein überzeugender Wein, der nicht nur durch sein exzellentes Preis-Genuss-Niveau besticht.",12.15%,zartfruchtig&frisch,Italien
188,FEUDO ARANCIO Grillo,2017,white,5.95,"Siziliens Superstar Grillo zeigt sich hier als mediterraner Bianco vom Feinsten: Zitronenblüte, Ananas und Melone im Duft, saftige Frucht und elegante Weinsäure am Gaumen. Für die kleine Italien-Reise daheim.",13.17%,zartfruchtig&frisch,Italien
189,SOLIGO L'Arcata Prosecco Frizzante,2017,white,6.5,"Der Prosecco ist seit vielen Jahren einer der beliebtesten, wenn nicht sogar der beliebteste Schäumer. Und das aus gutem Grund, denn nur ein echter Prosecco, vereint Charme, Lebensfreude und eine gehörige Portion Italianità, jene unverwechselbare Art zu leben, die nur unsere südlichen Nachbarn besitzen. Und natürlich ist ein guter Prosecco wie dieser, auch ein ganz wunderbarer Wein. Mit seinem leuchtenden Strohgelb, dem herrlichen Duft nach Zitrusfrüchten, gelben Blüten, Baby-Bananen und reifen Melonen, dem köstlichen Geschmack mit Noten nach Mandeln und dem saftig-frischen Nachhall, mit fruchtig-zarter Perlage. Prosecco eben!",11.22%,zartfruchtig&frisch,Italien
190,LE VELE Verdicchio,2019,white,6.7,"Fruchtig-frischer Verdicchio aus der klassischen Denominazione di Origine Controllata Castelli di Jesi, der mit einem hellen Gelbgrün im Glas startet und mit einem Duft nach Blumenwiese, Melone und einem Hauch reifer Mango aufwartet. Am Gaumen zeigt sich der Wein ausgewogen: Weinsäure, Frucht und ein cooler Blütentouch sind bestens ausbalanciert, der Nachhall nochmal frisch wie eine Meeresbrise. Sehr gut zu Pasta mit Meeresfrüchten, Pesto oder weißem Fisch.",12.96%,zartfruchtig&frisch,Italien
191,VECCHIA TORRE Vermentino,2001,white,6.85,"Cantina Vecchia Torre gehört zu jenen seriösen Weingütern Italiens, die beweisen, wie gut man heimische Rebensorten kultivieren kann und gleichwohl alle Regeln des modernen Weinbaus einhält. Schon die Tatsache, dass man hier auf internationale Rebsorten so gut wie gänzlich verzichtet und stattdessen Vermentino-Rebstöcke hegt und pflegt, ist eine klare Aussage. So entsteht ein der Tat ein köstlicher Vino Bianco, der leuchtend Gelbgrün im Glas funkelt. Das feinfruchtige Bouquet duftet nach Aprikosen, Birnen und Zitrusfrüchten, perfekt ergänzt durch florale Noten wie Frühlingswiese und Orangenblüten. Am Gaumen frisch und elegant, mit toller Balance zwischen Frucht und Weinsäure und einem feinfruchtigen Nachklang. Ein nahezu perfekter Weißwein zu Fisch nach mediterraner Art. Allerbestes Preis/Qualitäts-Niveau!",12.48%,aromatisch&fruchtbetont,Italien
192,PODERE LA CASA ROSSA BIO**,2015,white,6.9,"Der Weißwein-Botschafter aus der Toskana: Vernaccia di San Gimignano! Nach einer hellgelben Farbe im Glas, startet das Boquqet mit reifem Apfel, roter Birne und florale Aromen. Am Gaumen trumpft dieser herrliche Vino Bianco mit würziger Frische, zarter Frucht, viel Finesse und ausgewogener Weinsäure auf. Das Finale zeigt sich fruchtig, saftig und einfach köstlich. Passt sehr gut zu Caprese - dem italienischen Salatklassiker mit Tomaten, Mozzarella, Basilikum und Olivenöl.",13.25%,zartfruchtig&frisch,Italien
193,CONTI DI COLLOREDO Pinot Grigio,2011,white,6.95,"Pinot Grigio aus dem Friaul ist immer etwas Besonderes, dieser hier weist schon mit seinem einladenden Duft nach Baby-Bananen, grüner Birne und weißen Blüten seine Klasse nach. Am Gaumen feinfruchtig und saftig-süffig, der Nachhall frisch und leicht würzig. Wunderbar zu Pasta mit Pesto, zu Pizza mit Gemüse und zu Fisch nach mediterraner Art.",12.36%,zartfruchtig&frisch,Italien
194,LE ROSE DI ORNELLA Pinot Grigio,2013,white,7.8,"Er ist und bleibt der Liebling der deutschen Weinfans: der Pinot Grigio! Und bei einem solch beliebten Klassiker wie dem Le Rose di Ornella  – seit Jahr und Tag ein Kundenfavorit  – ist das auch gut zu verstehen. Goldgelb fließt dieser Grauburgunder, wie er in Deutschland heißt, ins Glas. Das duftige Bouquet offeriert gelbe Früchte, Wiesenblumen und Honigmelone, am Gaumen mit cremiger Eleganz und fruchtig-saftiger Frische, der Nachklang rund und harmonisch. Ein prächtiger Weißwein, perfekt zu feinem Fisch und Pasta mit sahnigen Saucen.  ",12.81%,zartfruchtig&frisch,Italien
195,LA ZERBETTA Arneis,2008,white,7.85,"Arneis gilt als Weißwein-König des Piemonts. Zu Recht, wie der La Zerbetta von Roberto Sarotto beweist! Die zartgelbe Farbe lässt noch nicht erahnen, dass es hier aristokratisch zugeht. Doch beim wunderbaren Duft nach roten Birnen, reifer Ananas, hellen Früchten und gelben Blüten geht dem Weißwein-Fan das Herz auf, das dann am Gaumen mit dem stoffigen, pikanten, gehaltvollen und saftigen Geschmack vor Freude nochmals etwas schneller schlägt. Probieren Sie Roberto Sarottos kleines Meisterwerk zu einem Fenchel-Risotto, kräftigen Salaten oder Fisch vom Grill. ",13.35%,zartfruchtig&frisch,Italien
196,PRÀ Soave,2005,white,7.95,"Der Name Prà ist geradezu ein Synonym für den echten, wahren Soave war doch Graziano Prà sozusagen der Godfather der Soave-Renaissance und ist bis heute einer der maßgeblichen Protagonisten für einen glockenklaren, authentischen Soave-Stil. Das gilt natürlich auch für den aktuellen Jahrgang. Schöne kristallklare, strohgelbe Farbe, Auffallend beim Duft sind tropische Anklänge von Mango und Papaya, dazu kommen Zitrusfrüchte wie Pomelo und Limone. Am Gaumen saftig und frisch, dabei mit großzügiger Textur und toller Geschmeidigkeit, die auch den wunderbaren Nachhall prägen. Das ist Soave!",12.27%,zartfruchtig&frisch,Italien
197,LOREDAN GASPARINI Prosecco Frizzante,2006,white,7.95,"Loredan Gasparini zählt zu den ganz großen Namen im Veneto. Das nördlich von Venedig liegende Gut glänzt dabei mit exzellenten Rotweinen und natürlich mit Prosecco, der besonders schön strukturiert ist. Mit seiner gelbgrünen Farbe, dem feinperligen Mousseux und dem anziehenden Duft nach reifen Birnen, grünem Apfel, Ananas, gelben Blüten und frisch gemähtem Heu macht er sofort eine Bella Figura. Am Gaumen elegant, fein, frisch und fruchtig, der Nachhall mit leicht mineralischen Akzenten. Ein ausgezeichneter Aperitif, aber auch zu Fisch und Salaten passend.",10.20%,zartfruchtig&frisch,Italien
198,GARETTO Moscato d’Asti,2013,white,8.95,"Gibt es aus dem Weinland Italien einen charmanteren Verführer als den Moscato d' Asti? Wohl kaum… Ist doch dieser fruchtig-spritzige Frizzante mit feinem Mousseux ein herrliches Vergnügen, bei dem heiße Schauer über den Rücken laufen, wird er eisgekühlt genossen. Ein echter Geheimtipp ist der Garetto Moscato d'Asti. Das wohlriechende Bouquet beeindruckt die Sinne mit Orangenblüten, Honigmelone, Pfirsich und einem leichten Hauch floraler Noten. Am Gaumen wirkt die tänzerische, fruchtig-intensive Note und die leichte Perlage wunderbar animierend. Der Wein ist perfekt balanciert und der saftige Nachhall fordert sofort zu einem weiteren Schluck auf. Als fruchtsüßer Aperitif ein Hit. Und probieren Sie ihn auch mal mit Himbeeren oder Erdbeeren (am besten vorgekühlt) als schnelle Bowle. Einfach köstlich!",5.33%,zartfruchtig&frisch,Italien
